title,property_size,house_type,bedrooms,bathrooms,furnishing,region,region_name,region_parent_name,is_boost,price
3bdrm Apartment in Lekki Phase 1 for sale,1000.0,Apartment,3.0,3.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 260,000,000"
5bdrm Duplex in Ikota for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 430,000,000"
4bdrm House in Lekki Phase 1 for sale,450.0,House,4.0,4.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 450,000,000"
5bdrm Duplex in Magodo for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Magodo",Magodo,Lagos State,enterprise,"₦ 550,000,000"
5bdrm Duplex in Osapa london for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 300,000,000"
5bdrm Duplex in Ikate for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 460,000,000"
Furnished 2bdrm Apartment in Jakande for sale,500.0,Apartment,2.0,2.0,furnished,"Lekki, Jakande",Jakande,Lekki,enterprise,"₦ 120,000,000"
4bdrm Duplex in Ajah for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 180,000,000"
5bdrm Duplex in Chevron for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 390,000,000"
5bdrm Duplex in Ikate for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 850,000,000"
4bdrm Duplex in Durumi Abuja for sale,500.0,Duplex,4.0,5.0,unfurnished,"Abuja (FCT), Durumi",Durumi,Abuja (FCT),diamond,"₦ 400,000,000"
3bdrm Block of Flats in Life Camp for sale,500.0,Block of Flats,3.0,4.0,unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,diamond,"₦ 100,000,000"
"4bdrm Duplex in Brains And Hammers, Life Camp for sale",500.0,Duplex,4.0,4.0,unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,False,"₦ 95,000,000"
5bdrm Duplex in Ikota for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 300,000,000"
5bdrm Duplex in Osapa london for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 430,000,000"
2bdrm Apartment in Ikate for sale,1000.0,Apartment,2.0,2.0,unfurnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 110,000,000"
4bdrm Duplex in Ikota for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 115,000,000"
5bdrm Mansion in Osapa london for sale,500.0,Mansion,5.0,5.0,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 1,550,000,000"
5bdrm Duplex in Lekki Phase 1 for sale,5000.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 1,500,000,000"
5bdrm Duplex in Ikate for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 500,000,000"
5bdrm Duplex in Idado for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lekki, Idado",Idado,Lekki,enterprise,"₦ 480,000,000"
5bdrm Duplex in Lekki for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 280,000,000"
2bdrm Apartment in Victoria Island Extension for sale,1000.0,Apartment,2.0,2.0,unfurnished,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Victoria Island,enterprise,"₦ 500,000,000"
4bdrm Duplex in Ikota for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 125,000,000"
4bdrm House in Banana Island for sale,350.0,House,4.0,4.0,unfurnished,"Ikoyi, Banana Island",Banana Island,Ikoyi,enterprise,"₦ 2,000,000,000"
5bdrm Duplex in Chevron for sale,300.0,Duplex,5.0,5.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 450,000,000"
4bdrm Duplex in Off Lekki-Epe Expressway for sale,500.0,Duplex,4.0,4.0,unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,enterprise,"₦ 140,000,000"
5bdrm Duplex in Ajao Estate for sale,500.0,Duplex,5.0,5.0,unfurnished,"Isolo, Ajao Estate",Ajao Estate,Isolo,enterprise,"₦ 260,000,000"
1bdrm Block of Flats in Life Camp for sale,500.0,Block of Flats,1.0,2.0,unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,diamond,"₦ 18,000,000"
2bdrm Block of Flats in Life Camp for sale,500.0,Block of Flats,2.0,3.0,unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,diamond,"₦ 80,000,000"
"2bdrm Bungalow in Yotomi Estate, Ifo for Sale",300.0,Bungalow,2.0,2.0,semi-furnished,"Ogun State, Ifo",Ifo,Ogun State,False,"₦ 5,999,999"
5bdrm Duplex in Osapa london for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 700,000,000"
5bdrm Duplex in Ikate for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 300,000,000"
5bdrm Duplex in Ajah for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 230,000,000"
5bdrm Duplex in Chevron for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 550,000,000"
5bdrm Duplex in Ado / Ajah for sale,350.0,Duplex,5.0,5.0,unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Ajah,enterprise,"₦ 190,000,000"
4bdrm Duplex in Chevron for sale,300.0,Duplex,4.0,4.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 450,000,000"
3bdrm Duplex in Off Lekki-Epe Expressway for sale,500.0,Duplex,3.0,3.0,unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,enterprise,"₦ 125,000,000"
4bdrm Duplex in Lekki for sale,500.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 170,000,000"
6bdrm Duplex in Old Ikoyi for sale,500.0,Duplex,6.0,6.0,unfurnished,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,enterprise,"₦ 2,574,000,000"
5bdrm Duplex in Ajah for sale,320.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 350,000,000"
5bdrm Duplex in Ikota for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 350,000,000"
5bdrm House in Ikeja for sale,500.0,House,5.0,5.0,unfurnished,"Lagos State, Ikeja",Ikeja,Lagos State,enterprise,"₦ 500,000,000"
5bdrm Duplex in Lekki for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 650,000,000"
5bdrm Duplex in Osapa london for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 450,000,000"
5bdrm Duplex in Festac for sale,350.0,Duplex,5.0,5.0,unfurnished,"Amuwo-Odofin, Festac",Festac,Amuwo-Odofin,enterprise,"₦ 270,000,000"
5bdrm Duplex in Lekki Phase 1 for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 600,000,000"
3bdrm Block of Flats in Life Camp for sale,700.0,Block of Flats,3.0,3.0,unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,diamond,"₦ 80,000,000"
4bdrm Duplex in Life Camp for sale,500.0,Duplex,4.0,4.0,unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,diamond,"₦ 120,000,000"
4bdrm Bungalow in Apo District for sale,700.0,Bungalow,4.0,5.0,unfurnished,"Abuja (FCT), Apo District",Apo District,Abuja (FCT),diamond,"₦ 110,000,000"
7bdrm Duplex in Apple Junction for sale,800.0,Duplex,7.0,8.0,semi-furnished,"Amuwo-Odofin, Apple Junction",Apple Junction,Amuwo-Odofin,False,"₦ 570,000,000"
"3bdrm Bungalow in Queens Homes, Ogun Waterside for sale",250.0,Bungalow,3.0,3.0,unfurnished,"Ogun State, Ogun Waterside",Ogun Waterside,Ogun State,enterprise,"₦ 60,000,000"
"4bdrm Bungalow in Eri Bungalows, Elerangbe for sale",250.0,Bungalow,4.0,4.0,unfurnished,"Ibeju, Elerangbe",Elerangbe,Ibeju,enterprise,"₦ 85,000,000"
4bdrm Duplex in Ajah for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 160,000,000"
5bdrm Duplex in Lekki for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 480,000,000"
5bdrm Duplex in Chevron for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 450,000,000"
5bdrm Duplex in Lekki Phase 2 for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 250,000,000"
5bdrm Duplex in Chevron for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 350,000,000"
5bdrm Duplex in Lekki for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 420,000,000"
5bdrm Duplex in Chevron for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 690,000,000"
5bdrm Duplex in Ikota for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 250,000,000"
2bdrm Apartment in Agungi for sale,500.0,Apartment,2.0,2.0,unfurnished,"Lekki, Agungi",Agungi,Lekki,enterprise,"₦ 100,000,000"
3bdrm Apartment in Ikate for sale,500.0,Apartment,3.0,3.0,unfurnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 170,000,000"
5bdrm Duplex in Lekki for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 420,000,000"
5bdrm Duplex in Durumi for sale,1000.0,Duplex,5.0,6.0,unfurnished,"Abuja (FCT), Durumi",Durumi,Abuja (FCT),diamond,"₦ 300,000,000"
3bdrm Bungalow in Galadimawa for sale,450.0,Bungalow,3.0,3.0,semi-furnished,"Abuja (FCT), Galadimawa",Galadimawa,Abuja (FCT),diamond,"₦ 160,000,000"
4bdrm Duplex in Jabi for sale,200.0,Duplex,4.0,4.0,unfurnished,"Abuja (FCT), Jabi",Jabi,Abuja (FCT),diamond,"₦ 190,000,000"
4bdrm Duplex in Lekki for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 240,000,000"
4bdrm Duplex in Jahi for sale,350.0,Duplex,4.0,4.0,unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),enterprise,"₦ 220,000,000"
8bdrm Duplex in Ibeju for sale,5000.0,Duplex,8.0,8.0,unfurnished,"Lagos State, Ibeju",Ibeju,Lagos State,enterprise,"₦ 750,000,000"
4bdrm Bungalow in Ibeshe / Ikorodu for sale,600.0,Bungalow,4.0,4.0,unfurnished,"Ikorodu, Ibeshe / Ikorodu",Ibeshe / Ikorodu,Ikorodu,enterprise,"₦ 55,000,000"
4bdrm Duplex in Chevron for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 220,000,000"
4bdrm Duplex in Lekki for sale,500.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 280,000,000"
4bdrm Duplex in Ajah for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 140,000,000"
4bdrm Duplex in Lekki for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 210,000,000"
5bdrm Duplex in Chevron for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 350,000,000"
4bdrm Duplex in Chevron for sale,500.0,Duplex,4.0,4.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 200,000,000"
5bdrm Duplex in Ologolo for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Ologolo",Ologolo,Lekki,enterprise,"₦ 600,000,000"
"3bdrm Block of Flats in Army Estate, Kubwa for sale",500.0,Block of Flats,3.0,4.0,unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),diamond,"₦ 85,000,000"
"2bdrm Block of Flats in Nigeria Ghana School, Life Camp for sale",700.0,Block of Flats,2.0,3.0,unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,diamond,"₦ 90,000,000"
4bdrm Duplex in Life Camp for sale,300.0,Duplex,4.0,5.0,unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,diamond,"₦ 110,000,000"
5bdrm Duplex in Lekki Phase 1 for sale,1250.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,diamond,"₦ 550,000,000"
3bdrm Duplex in Kubwa for sale,500.0,Duplex,3.0,4.0,unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),diamond,"₦ 100,000,000"
4bdrm Duplex in Guzape Main for sale,1000.0,Duplex,4.0,4.0,unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),False,"₦ 650,000,000"
"Furnished 3bdrm Duplex in Paradise 2 Estate, Katampe (Main) for sale",180.0,Duplex,3.0,3.0,furnished,"Katampe, Katampe (Main)",Katampe (Main),Katampe,diamond,"₦ 270,000,000"
"3bdrm Duplex in Capital Loft, Eleko for sale",300.0,Duplex,3.0,3.0,unfurnished,"Ibeju, Eleko",Eleko,Ibeju,enterprise,"₦ 109,440,000"
3bdrm Bungalow in Ijede / Ikorodu for sale,600.0,Bungalow,3.0,3.0,unfurnished,"Ikorodu, Ijede / Ikorodu",Ijede / Ikorodu,Ikorodu,enterprise,"₦ 45,000,000"
Furnished 1bdrm Apartment in Thomas Estate for sale,500.0,Apartment,1.0,1.0,furnished,"Ajah, Thomas Estate",Thomas Estate,Ajah,enterprise,"₦ 35,000,000"
4bdrm Duplex in Ajah for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 145,000,000"
4bdrm Duplex in Surulere for sale,500.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Surulere",Surulere,Lagos State,enterprise,"₦ 300,000,000"
4bdrm Duplex in Ikota for sale,500.0,Duplex,4.0,4.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 165,000,000"
2bdrm Apartment in Lekki Phase 1 for sale,500.0,Apartment,2.0,2.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 270,000,000"
5bdrm Duplex in Ikota for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 250,000,000"
4bdrm Duplex in Ikota for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 170,000,000"
5bdrm Duplex in Lekki Phase 1 for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 850,000,000"
6bdrm Duplex in Ikate for sale,350.0,Duplex,6.0,6.0,unfurnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 1,600,000,000"
5bdrm Duplex in Ajah for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 180,000,000"
4bdrm Duplex in Ikoyi for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,enterprise,"₦ 850,000,000"
6bdrm Duplex in Osapa london for sale,500.0,Duplex,6.0,6.0,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 1,900,000,000"
Furnished 3bdrm Duplex in Ajah for sale,500.0,Duplex,3.0,3.0,furnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 110,000,000"
4bdrm Duplex in Ikoyi S.W for sale,500.0,Duplex,4.0,4.0,unfurnished,"Ikoyi, Ikoyi S.W",Ikoyi S.W,Ikoyi,enterprise,"₦ 1,300,000,000"
5bdrm Duplex in Lekki for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 300,000,000"
2bdrm Duplex in Lekki Phase 2 for sale,100.0,Duplex,2.0,2.0,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 120,000,000"
5bdrm Duplex in Ajah for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 260,000,000"
2bdrm Apartment in Ikate for sale,1000.0,Apartment,2.0,2.0,unfurnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 160,000,000"
3bdrm Block of Flats in Surulere for sale,500.0,Block of Flats,3.0,3.0,unfurnished,"Lagos State, Surulere",Surulere,Lagos State,enterprise,"₦ 350,000,000"
2bdrm Apartment in Ikate for sale,500.0,Apartment,2.0,2.0,unfurnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 100,000,000"
3bdrm Duplex in Lekki Phase 2 for sale,500.0,Duplex,3.0,3.0,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 95,000,000"
4bdrm Duplex in GRA Phase 2 Shangisha for sale,500.0,Duplex,4.0,4.0,unfurnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Magodo,enterprise,"₦ 450,000,000"
2bdrm Apartment in Lugbe District for sale,350.0,Apartment,2.0,2.0,unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),enterprise,"₦ 47,500,000"
5bdrm Duplex in Dawaki for sale,400.0,Duplex,5.0,6.0,unfurnished,"Gwarinpa, Dawaki",Dawaki,Gwarinpa,diamond,"₦ 70,000,000"
5bdrm Duplex in Durumi for sale,700.0,Duplex,5.0,6.0,unfurnished,"Abuja (FCT), Durumi",Durumi,Abuja (FCT),diamond,"₦ 200,000,000"
1bdrm Block of Flats in Kubwa for sale,700.0,Block of Flats,1.0,2.0,unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),diamond,"₦ 23,500,000"
3bdrm Apartment in Victoria Island Extension for sale,1500.0,Apartment,3.0,3.0,unfurnished,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Victoria Island,diamond,"₦ 750,000,000"
"5bdrm Duplex in Emerald, Galadimawa for sale",800.0,Duplex,5.0,6.0,unfurnished,"Abuja (FCT), Galadimawa",Galadimawa,Abuja (FCT),enterprise,"₦ 500,000,000"
4bdrm Duplex in Guzape Main for sale,1000.0,Duplex,4.0,5.0,unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),False,"₦ 250,000,000"
4bdrm Duplex in Gaduwa for sale,250.0,Duplex,4.0,4.0,semi-furnished,"Abuja (FCT), Gaduwa",Gaduwa,Abuja (FCT),diamond,"₦ 200,000,000"
4bdrm Duplex in Ajah for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 220,000,000"
2bdrm Apartment in Chevron for sale,1000.0,Apartment,2.0,2.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 140,000,000"
5bdrm Penthouse in Ikoyi for sale,500.0,Penthouse,5.0,5.0,unfurnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,enterprise,"₦ 3,000,000,000"
4bdrm Duplex in Off Lekki-Epe Expressway for sale,350.0,Duplex,4.0,4.0,unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,enterprise,"₦ 170,000,000"
5bdrm House in Osapa london for sale,500.0,House,5.0,5.0,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 1,300,000,000"
3bdrm Duplex in Lekki for sale,500.0,Duplex,3.0,3.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 95,000,000"
5bdrm Duplex in Ikota for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 480,000,000"
5bdrm Duplex in Lekki Phase 2 for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 420,000,000"
10bdrm Duplex in Ikeja GRA for sale,1700.0,Duplex,10.0,10.0,unfurnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,enterprise,"₦ 1,700,000,000"
3bdrm Apartment in Victoria Island for sale,100.0,Apartment,3.0,3.0,unfurnished,"Lagos State, Victoria Island",Victoria Island,Lagos State,enterprise,"₦ 500,000,000"
"3bdrm Maisonette in Congress Park, Lekki Phase 1 for sale",4596.0,Maisonette,3.0,3.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,diamond,"₦ 250,000,000"
"3bdrm Bungalow in Brains And Hammer, Kubwa for sale",450.0,Bungalow,3.0,4.0,unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),diamond,"₦ 35,000,000"
7bdrm Duplex in Kaura for sale,700.0,Duplex,7.0,8.0,unfurnished,"Abuja (FCT), Kaura",Kaura,Abuja (FCT),diamond,"₦ 750,000,000"
"5bdrm Duplex in Kafe District, Gwarinpa for sale",800.0,Duplex,5.0,6.0,unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),diamond,"₦ 260,000,000"
4bdrm Duplex in Guzape Main for sale,200.0,Duplex,4.0,4.0,unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),False,"₦ 350,000,000"
4bdrm Duplex in Guzape Main for sale,1000.0,Duplex,4.0,4.0,unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),False,"₦ 650,000,000"
"2bdrm Block of Flats in Mufasa Prime, Ikate for sale",300.0,Block of Flats,2.0,2.0,unfurnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 230,000,000"
3bdrm Apartment in Ikeja GRA for sale,1000.0,Apartment,3.0,3.0,unfurnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,enterprise,"₦ 440,000,000"
5bdrm Duplex in Ikota for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Ikota",Ikota,Lekki,enterprise,"₦ 380,000,000"
2bdrm Apartment in Alagomeji for sale,500.0,Apartment,2.0,2.0,unfurnished,"Yaba, Alagomeji",Alagomeji,Yaba,enterprise,"₦ 90,000,000"
5bdrm Duplex in Lekki for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 300,000,000"
5bdrm Duplex in Ogunlana for sale,350.0,Duplex,5.0,5.0,unfurnished,"Surulere, Ogunlana",Ogunlana,Surulere,enterprise,"₦ 270,000,000"
5bdrm Duplex in Lekki Phase 1 for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 900,000,000"
2bdrm Apartment in Lekki Phase 1 for sale,1000.0,Apartment,2.0,2.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 200,000,000"
"4bdrm Duplex in Akwaka Estate, Port-Harcourt for sale",300.0,Duplex,4.0,5.0,unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,enterprise,"₦ 190,000,000"
5bdrm Duplex in Kado for sale,700.0,Duplex,5.0,6.0,unfurnished,"Abuja (FCT), Kado",Kado,Abuja (FCT),diamond,"₦ 750,000,000"
4bdrm Duplex in Sangotedo for sale,4500.0,Duplex,4.0,4.0,unfurnished,"Ajah, Sangotedo",Sangotedo,Ajah,enterprise,"₦ 2,500,000,000"
2bdrm Apartment in Lekki Phase 1 for sale,600.0,Apartment,2.0,2.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 145,000,000"
5bdrm Duplex in Chevron for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 400,000,000"
4bdrm Duplex in Osapa london for sale,500.0,Duplex,4.0,4.0,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 330,000,000"
"5bdrm Duplex in $2M, Ikoyi for sale",350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,enterprise,"₦ 2,000,000,000"
3bdrm Duplex in Ilupeju for sale,500.0,Duplex,3.0,3.0,unfurnished,"Lagos State, Ilupeju",Ilupeju,Lagos State,enterprise,"₦ 190,000,000"
4bdrm Duplex in Ajah for sale,350.0,Duplex,4.0,4.0,unfurnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,"₦ 160,000,000"
5bdrm Duplex in Lekki Phase 1 for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 800,000,000"
Studio Apartment in Lekki Phase 2 for sale,500.0,,1.0,1.0,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 50,000,000"
4bdrm Duplex in Lekki Phase 1 for sale,500.0,Duplex,4.0,4.0,unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 650,000,000"
2bdrm Apartment in Ologolo for sale,500.0,Apartment,2.0,2.0,unfurnished,"Lekki, Ologolo",Ologolo,Lekki,enterprise,"₦ 140,000,000"
3bdrm Duplex in Osapa london for sale,1000.0,Duplex,3.0,3.0,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 185,000,000"
5bdrm Duplex in Osapa london for sale,500.0,Duplex,5.0,5.0,unfurnished,"Lekki, Osapa london",Osapa london,Lekki,enterprise,"₦ 650,000,000"
4bdrm Duplex in GRA Phase 1 for sale,350.0,Duplex,4.0,4.0,unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,enterprise,"₦ 320,000,000"
5bdrm Duplex in Lekki for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,"₦ 300,000,000"
5bdrm Duplex in Lekki Phase 2 for sale,350.0,Duplex,5.0,5.0,unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,enterprise,"₦ 650,000,000"
